pathway	pval	padj	log2err	ES	NES	size	leadingEdge
RNA_granule_db_gold	0.986000699965002	1	0.00121555374882768	-0.257555834628072	-0.77333224353455	415	IPPK OBI1 DZIP3 TRAF3IP2 CSNK1D CNOT8 SLBP CPEB4 TMEM131 QKI NCOA3 NFX1 LARP1B FNDC3B TNRC6A MKRN2 ZCCHC14 YTHDF2 ZCCHC2 TUT4 HNRNPA1 GPBP1 SECISBP2 DNAJA1 RNASET2 MARF1 POC1B MACO1 KPNA2 PUM1 FXR1 TRAPPC3 ANKHD1 LSM1 EIF4E2 TRAPPC5 RBM47 CNOT6 CASC3 UTP18 RPL6 CEP192 SMG7 RC3H2 GPBP1L1 TNKS SPAG5 STAU2 PRRC2B LARP4 EIF3E CNOT4 G3BP1 PUM2 RC3H1 BYSL R3HDM1 NOSIP EIF3A ADD1 AKAP9 TUT7 TTC17 RPS6KA3 CNOT6L PARP14 GIGYF2 DDX3X CNOT11 TNRC6B RNASEL G3BP2 EIF4ENIF1 TRIM56 LSM14A EIF3C DHX36 CDK1 TRAPPC1 YTHDF3 CNOT1 CNOT2 EIF3H YBX3 PAN3 MEX3C ANKRD17 ATXN2 SPATS2L SAMD4A NUFIP2 N4BP2 CNOT9 PQBP1 PAK4 LUZP1 DHX33 DDX6 RBMS2 PARG ENDOV SMG6 TRAPPC9 TDRD3 SCAPER KIF1B FAM193A PRRC2C OASL HELZ CNOT10 RNF214 MEX3A LARP4B SMG5 NUP153 MEX3D EIF4A1 DNAJB1 DDX50 TNKS1BP1 EIF4A2 CDK4 TDRD7 RALY RPL4 DIS3L CNOT7 CEP85 AGO4 SUGP2 SPATS2 SMAP2
SOLUBLE_FRACTION	0.382310984308131	1	0.0876170286634921	0.239809727837094	1.03421602808536	62	F2 EFNB1 SYTL1 TPP1 ANXA2 CCS CTTN SPINT2 COMT NARS1 GRK2 KARS1 HTT PTPA ALDH5A1 ERCC8
Stress_Granule	0.99930003499825	1	0.000269991291458218	-0.250325617586569	-0.759675183001576	842	PJA2 CDC20 IPPK NOVA2 DZIP3 PLK1 CDC25C NDC80 NUF2 TYMS SURF6 SCAF1 KCTD5 SLBP OGT CPEB4 TMEM131 QKI CENPF FAU NCOA3 MGA KDM5C FBRSL1 SETX NFX1 LARP1B DTL FNDC3B DTX3L TNRC6A NOP16 MKRN2 ZCCHC14 YTHDF2 UBR5 BRCA1 ZCCHC2 GNL3L CREBBP AKAP11 TUT4 RNF25 HNRNPA1 PWP1 SECISBP2 RXRB BMS1 DNAJA1 LARP6 AKAP13 NDEL1 MARF1 ATAD2 RBM19 POC1B MACO1 UBL5 EDRF1 APOBEC3B SRRM2 KPNA2 CRNKL1 SETDB1 PUM1 KDM3B STAT3 SSX2IP MFAP1 KIF20B APLP2 PAWR ANP32E FXR1 TRAFD1 IFT74 DYNLL1 ANKHD1 PHF3 LSM1 KEAP1 EIF4E2 BLM RBM47 IK H1-0 CSNK1A1 RRBP1 RBM4B PPP2R1B CASC3 UBC UTP18 SPECC1L RPL6 PPP1R10 RC3H2 POLR2B HELZ2 RPL26 ZNF106 TNKS SPAG5 SON GRB2 TUT1 STAU2 SMARCA1 PRRC2B LARP4 EIF3E ZC3H14 WDR46 TRRAP PTPN13 NIFK G3BP1 SMU1 PUM2 EIF1 EHMT1 ZCCHC17 RPL18 RC3H1 R3HDM1 NOSIP EIF3A CPSF3 ADD1 WRN SQSTM1 ARID2 AKAP9 TUT7 RPS6KA3 GIGYF1 EIF3K EGLN1 BUB1B PARP14 GIGYF2 DDX3X TNRC6B RNASEL G3BP2 EIF4ENIF1 TRIM56 RIF1 MKI67 LSM14A EIF3C DHX36 CEP152 CDK1 SUZ12 CTTNBP2NL YTHDF3 RPRD2 RBM34 RAD21 NOL9 CNOT1 CBFB POLR3E HERC2 CBX3 NIPBL C2CD3 MRPS2 GATAD2B EIF3H YBX3 RPL13A PAN3 MEX3C ANKRD17 ATXN2 SPATS2L SETD2 SAMD4A RSBN1L RRP12 PPHLN1 NUFIP2 N4BP2 CNOT9 ARMC6 PQBP1 PPP1R12A PAK4 NOM1 LUZP1 DHX33 DDX6 WBP2 RBMS2 PARG GTF3C1 ENDOV CEP78 URB1 SRGAP2 SMG6 GTF3C3 DIMT1 DDX31 CDC5L WAPL TDRD3 STRBP SCAPER NCAPD3 LAS1L KIF1B FAM193A TBC1D23 TAF6 PRRC2C OASL HELZ GCA FTSJ3
Stress_Granule_gold	0.9978	1	0.000484427804657679	-0.226753403619363	-0.678835222040309	350	IPPK DZIP3 SLBP CPEB4 TMEM131 QKI NCOA3 NFX1 LARP1B FNDC3B TNRC6A MKRN2 ZCCHC14 YTHDF2 ZCCHC2 TUT4 HNRNPA1 SECISBP2 DNAJA1 MARF1 POC1B MACO1 KPNA2 PUM1 FXR1 ANKHD1 LSM1 EIF4E2 RBM47 CASC3 UTP18 RPL6 RC3H2 TNKS SPAG5 STAU2 PRRC2B LARP4 EIF3E G3BP1 PUM2 RC3H1 R3HDM1 NOSIP EIF3A ADD1 AKAP9 TUT7 RPS6KA3 PARP14 GIGYF2 DDX3X TNRC6B RNASEL G3BP2 EIF4ENIF1 TRIM56 LSM14A EIF3C DHX36 CDK1 YTHDF3 CNOT1 EIF3H YBX3 PAN3 MEX3C ANKRD17 ATXN2 SPATS2L SAMD4A NUFIP2 N4BP2 CNOT9 PQBP1 PAK4 LUZP1 DHX33 DDX6 RBMS2 PARG ENDOV SMG6 TDRD3 SCAPER KIF1B FAM193A PRRC2C OASL HELZ RNF214 MEX3A LARP4B
Temperature_dependence	0.936363124401644	1	0.00459543082583681	-0.24605871078702	-0.618974503946236	27	POLK MGAT5 NUDT16
Topological_domain	1	1	0	-0.217600625897477	-0.661112653813057	921	FAT3 HMGCR DNAJC15 SDC4 LRP6 UBE2J2 JAG1 SLC25A39 TMEM242 F2R ATF6 FAT1 BMPR1A LRP11 HAS3 MARCHF6 SLC38A2 PTPRK PCDH1 EREG ACVR1B CLSTN1 PEX13 BMPR1B TYRO3 FADS1 ADGRG6 IFNGR1 SEMA6B CCPG1 ERVMER34-1 XYLT2 HERPUD1 OSMR TNFRSF1A DDR1 UBE2J1 RAET1G HMOX1 ACVR1 SLC6A9 CHST14 SEMA4D GINM1 APP B3GNT2 MYRF GPRC5C DNAJB14 TMEM131L ITPRIPL2 CDON LMTK2 MET NEO1 GLT8D1 EFNB2 CHRNA5 UBXN8 TNFRSF21 SYNE4 PAM MGAT5 TGFBR1 SQLE SDC1 LTBR COL17A1 KCT2 ADIPOR1 OMA1 CSPG4 CHST12 SGMS2 GPAM CLDN3 COX16 ADAM19 SYNE1 EPHA1 TSPAN5 TACSTD2 LRP10 ADCY6 FZD7 MMP14 SGMS1 EMC7 ATL2 ADGRF1 TMEM102 SCD5 MFN1 B4GALT4 APLP2 PTPRB CELSR2 CACHD1 TPBG MAN1A1 HLA-E GLG1 TSPAN14 MBTPS1 ADAM17 SGCB RRBP1 OXA1L FGFRL1 USP30 EXTL3 EXD2 B4GALT3 GOLM1 VSIR TMEM59 MANEAL ADAM10 PAQR7 FZD2 FAR1 DNAJB12 C6orf89 ATL1 MYORG
Transmembrane	1	1	0	-0.229334178694056	-0.698477736531693	1249	FAT3 HMGCR RNF145 DNAJC15 SDC4 LRP6 UBE2J2 JAG1 SLC25A39 TMEM242 F2R C1orf43 ATF6 FAT1 BMPR1A TIMM23 LRP11 HAS3 MARCHF6 SLC38A2 PTPRK PCDH1 EREG ACVR1B RNF149 PET100 SLC25A29 TIMM17A CLSTN1 PEX13 BMPR1B TYRO3 FADS1 ADGRG6 IFNGR1 SLC25A33 SEMA6B CEBPZOS CCPG1 SLC25A30 ERVMER34-1 LEPROTL1 XYLT2 HERPUD1 OSMR TNFRSF1A TIMM23B ANKRD46 DDR1 UBE2J1 RAET1G TM2D3 HMOX1 SLC25A14 ACVR1 SLC6A9 CHST14 SEMA4D GINM1 APP B3GNT2 SNX14 MYRF GPRC5C ANTKMT DNAJB14 TMEM131 TMEM131L ITPRIPL2 CDON LMTK2 MET UBR3 SAYSD1 NEO1 MARCHF5 GLT8D1 EFNB2 CHRNA5 UBXN8 FNDC3B TNFRSF21 SLC25A28 SYNE4 PAM MGAT5 SC5D TGFBR1 REEP3 SDC1 LTBR AREG COL17A1 TMEM185B MIGA1 KCT2 ADIPOR1 STEAP1 OMA1 TMUB2 CSPG4 CHST12 SGMS2 GPAM CLDN3 TSNARE1 COX16 AMFR ADAM19 SYNE1 PCNX1 EPHA1 TSPAN5 TACSTD2 MACO1 LRP10 INTS2 DENND5B ADCY6 FZD7 TRIM13 MMP14 SGMS1 EMC7 REEP4 ATL2 ADGRF1 TMEM102 SCD5 MFN1 CNNM1 SLC25A32 NUS1 B4GALT4 APLP2 PTPRB FDFT1 CELSR2 CACHD1 TPBG MAN1A1 HLA-E VRK2 VEZT DEGS1 NDUFB11 GLG1 NDUFA3 ENPP5 TSPAN14 TMEM51 TIMMDC1 MCTP2 MBTPS1 ADAM17 SGCB RRBP1 OXA1L FGFRL1 CLDND1 USP30 EXTL3 EXD2 B4GALT3 GOLM1 VSIR TMEM59 MANEAL ADAM10 PAQR7 FZD2 FAR1 DNAJB12 C6orf89 ATL1
Turn	1	1	0	-0.257822914399171	-0.789422156924077	3446	ODC1 NEIL3 ELF3 HMGCR PRELID3B SUFU AMD1 ZFP36L2 UBE2C RBM23 CDC25B ZRANB1 PRKCQ KMT5A PMS1 LRP6 CDKN3 RAD51 UBE2J2 SPRYD3 RNF216 JAG1 CDC20 ATG4A RPAP2 CEBPB AEBP2 FBXL3 PRDM4 BCAR3 ZNF410 CCNA2 IPMK KLHL11 ZNF217 F2R PRKCD RGS3 NOVA2 MELK AURKA KDM4B DEPDC1 RNF8 GTF2IRD1 CENPE ASH1L TCF12 KIF18A UBE2T TRIB1 TGIF1 RHPN2 SMAD1 SATB2 PTPRK HECTD1 PCDH1 EREG CBLC GMNN TAB2 DCAF15 ACVR1B PRELID1 KDM4A ZUP1 PAPOLG ARG2 HJURP CHEK1 USP33 PLK1 PLAU BMPR1B MYO10 RRN3 GRB7 CALCOCO2 ECT2 LNX2 HS3ST1 CDC34 STK17B CDC25C NPRL3 ARNT WEE1 TTK BUB1 ZBTB33 POLK IFNGR1 ZER1 NDC80 CHURC1 UBE2W APPBP2 SPINT1 KLHDC2 CSNK1D NBR1 BARD1 ALKBH6 AFF1 IVNS1ABP ADAT2 UCK2 USP37 LTV1 HERPUD1 ARHGEF4 RGN RFWD3 NSD1 MDM2 KLK6 CPA4 SNW1 PDCL RTN4R UHRF1 KDM5D RNF168 DDR1 HMGCS1 FANCM ZRANB3 MMADHC NUF2 MYNN CHD6 TYMS MBD4 RARA PARP4 KIFC1 HMOX1 HIF1AN CASP2 ACVR1 ACBD6 JAK1 CRIPT SLC6A9 SHQ1 SEMA4D MAP3K5 KLHL20 ARHGAP11A TXNL4B KMT5B KLHL12 UBE2R2 SYF2 DHX8 APP KCTD5 B3GNT2 UBE2E2 SLBP MYRF L3MBTL2 BTBD2 TIAM1 OGT MAP2K7 CPEB4 ZFYVE21 USP1 NAA40 SLF2 MDM4 HDAC7 FAU MAF1 FZR1 ALKBH1 MIS18BP1 BACH1 LIN54 CDC7 VHL TNK1 MET KDM5C EXO1 TIMP2 RIOK2 PCGF6 NEO1 EP300 PREPL MRTFA GTF2H2 GRB10 FBXO11 EFNB2 DTL NR1D1 DTX3L NET1 ESRRA CUL7 TRAF3IP1 TNFRSF21 CGRRF1 YTHDF2 UBR5 ERRFI1 ZNHIT3 TGS1 RBM5 RAD51C POT1 POLR2L MGAT5 CTSL BRWD1 BRCA1 FEM1B DIXDC1 ZC3H4 SKA1 DDX52 TGFBR1 STAT2 SNX17 PUM3 PIAS3 MTRR MMACHC KHNYN PANK3 KNL1 DCLRE1A CREBBP SQLE MAP3K3 EME1 TUT4 SMG9 SMAD2 RABIF PTPN3 MICU2 CDC123 UBE2B TIFA RNF146 FLYWCH1 FBXO5 BTRC AREG STK3 PDCD11 FAIM TRPT1 TIMP1 STK4 SOCS2 RNF25 POLR2D BDNF ADIPOR1 HNRNPA1 TRIM5 TGFB1 STEAP1 POLR3H POLR2G PDCD4 MSL2 GEN1 FHL3 TP53BP2 TLE1 SCNM1 MORF4L1 CSPG4 SIN3B SERPINC1 RXRB PDK2 GSK3B DLG5 SHPRH RBM22 RAB38 PDE4B MCM9 GPAM DNAJA1 CYTH2 BRCA2 ACTR8 ZYG11B RCHY1 PPIL2 LARP6 JMJD1C FAM3C DCUN1D4 CHD7 AKAP13 WWC1 UBN1 RNASET2 RECQL5 MRPL35 MARF1 KDM1A ATAD2B TACSTD2 ATAD2 SNAPC3 RPUSD4 MED25 KDM6A KCTD9 INTS2 HDAC4 GTF2B AFF4 UBL5 RAB33B MKNK1 LDB1 FZD7 APOBEC3B XPA STK38 SRRM2 MIS18A KPNA2 CEP120 CDC40 RXRA NMNAT1 MMP14 MAP4K3 FBXO7 DNAJB6 CRNKL1 CCNH BANP ARID4B SNAPC1 SETDB1 PRORP PHF19 MMUT LIPA GRHL2 ESRP1 EMC7 EIF1AD SYTL4 PUM1 KDM3B CHAF1A CDK2AP1 ADGRF1 WRAP53 ULBP3 STK24 STAT3 POLR2H OTUD5 NOVA1 MKNK2 MFN1 MCPH1 GDAP2 FAM83B ZFAND3 NUS1 NUDT16 MEN1 MAST3 L3MBTL3 CSNK1E APLP2 TEPSIN PTPRB PNO1 MAD2L2 FDFT1 TPBG POLL OTUB2 MAD2L1 FXR1 VRK2 UBR2 TRAPPC3 SKIL MTR IGFBP6 ZNF692 ZFP64 USP28 TNRC18 POLR1A ERF DTX2 DOK1 SATB1 PHF3 PEAK1 KEAP1 EIF4E2 BLM TDG RBM47 PLRG1 MNAT1 LGALS8 ENPP5 CYTH1 CSNK1A1 CCNB1 CA8 BIRC2 ARL5B ZNF24 TPK1 SNAPC4 PI4K2B KSR2 KLHL2 IDI1 DNMT3B CCND3 APBA3 ADAM17 TLK2 SLU7 MAPKAPK2 FIGNL1 DDA1 DBF4 CNOT6 CAPN7 YEATS2 USP30 RLIM GRK6 FTL EXTL3 EXD2 DCAF12 CASC3 APC XIAP UBC SNX33 IQGAP3 VSIR TRIM41 TRAPPC4 ROGDI PPP1R10 PIK3AP1 LOXL2 IRS1 DUSP23 DNMT3A DIRAS1 CEP192 BCORL1 ADAM10 AASDHPPT PLAUR USF1 SPC25 SP140 SNRK SMG7 RC3H2 POLR3K PHF20 KLHL7 KLF10 DNAJB12 CHEK2 CHD8 ATL1 ATF2 USP46 MYORG KRIT1 KHDC4 IFT140 DCLRE1C TRIM24 TNKS TERF1 SPIRE1 RAD51B RAD1 KITLG FBXW11 AHR ZCCHC4 UBE2D3 TUT1 RICTOR RCC1L POP7 NSMCE1 MICAL3 LARP4 KMT2A ING3 GPX8 FURIN FBXO3 EIF3E CNOT4 ANP32A UVSSA USP34 TRRAP TEAD3 SUN2 PTPN13 PRAG1 G3BP1 FLCN DOT1L DAB2 CENPP BRD1 UBE2G1 TRIM32 RCOR3 PUM2 OTUD7B METTL5 KDM5A KCNN4 HUS1 F3 EIF1 EHMT1 DUS2 DGKD DCAF8 DAPK2 ATXN7 USP8 RC3H1 RAPGEF6 NOTCH1 KAT5 GTF2H3 BYSL BRD7 VPS4B TRMT61B TRIM28 TADA1 SORT1 PRPF38A PMM1 PHC1 PDCD10 NRP1 NR1D2 LGALS3BP GOLPH3 EIF3A DSE CWC15 CPSF3 CENPN BIRC6 YJU2 WRN SQSTM1 RRM2 RB1CC1 PDK1 NUDT4 NFATC1 GYG1 E2F4 DNTTIP1 BPTF ARID4A ARID2 XAB2 USP20 TUT7 TNS2 RPS6KA3 POLR3G POLR3D PHC3 NCK2 MPDZ MASTL MAPKAP1 GIGYF1 ERN1 EIF3K EHBP1 EGLN1 CRADD CNOT6L CEP350 CARD8 BUB1B ARFGAP3 ANKRD27 ZNF593 WWP2 UBE2S TFB2M TDP2 TBK1 SLK PASK PARP14 NSMCE2 NR2C2 MED15 KAT6B INTS14 ICOSLG GCH1 FOXO3 FAM20C EZH2 DDX3X CNOT11 BAZ1A ATG13 WDR33 VRK3 VPS72 RNASEL RBL1 PTPRE PTAR1 PSMB10 PRIM2 PFKFB1 OCLN MTERF4 IMPA2 EMC2 DDX10 COA7 CHD4 ATAT1 ARHGAP32 TRIM56 TFPI RBPJ POLR1B NCAPG LSM14A LAGE3 GRK5 GEMIN6 EIF3C CDK1 ATP6V1F ASAP3 ARHGEF2 ARAP2 TOM1 TFAP2A TBC1D20 SUZ12 SLC1A3 RCOR1 PARP2 MTMR6 MTMR2 MED20 MAPK14 MAGI1 KIF13B F8 ENTPD4 ELMO1 CDK7 ARL6 YTHDF3 TASOR SYT1 SLC9A1 RPRD2 RMI1 RAD21 RAD18 PIK3C2A PAXIP1 MICB KIN ITGA5 HIRA GLCE EHMT2 CWF19L2 CNOT1 CBFB ARL2BP ANAPC7 STRIP1 SPRYD7 SASS6 RGS12 PRIM1 POLR3E NR2F1 NEK1 NECAP1 MTERF1 KCTD1 KAT8 IREB2 INTS4 HERC2 COQ8A CNOT2 CDK8 CDK2 BRD2 ATXN3 ASXL1 WWP1 VPS33A UBE2A TSEN34 TAB1 SUOX SNRNP48 SHOC2 SCAF8 RIPK1 PDPK1 PAK5 NSD3
c-rap	0.0135135135135135	0.27027027027027	0.270035063144616	0.451008825094202	1.63366217565713	28	HBA1 HRAS PPIA CKM GSN GLUD1 ANXA5 GSTP1 ALDOA
most_observed_proteins				0.546638719093972		630	CDC37 HBA1 TAGLN F2 APOE VTN SRSF9 PLEK FN1 THBS1 ZYX LAMP1 ACADVL COTL1 GAA HDGF P4HB EIF5A PDIA6 BCAP31 CYB5R3 SLC3A2 GGH RPL22 VDAC2 GAPDH GOT2 HACD3 PPIB RCN1 RPLP2 APRT CANX COLGALT1 EEF1G GANAB PDIA3 RAB1B RPLP0 PDIA4 ALDH2 HSPA5 MDH2 MLEC UBA1 ACO2 VIM PEBP1 TUFM GSN MYO1G NUP210 CFL1 ERP29 GLUD1 PSME2 TPP1 ANXA5 APOB ECH1 ANXA2 ARF3 HEXA LMNB2 SLC25A6 VAT1 VDAC1 EEF1A2 MCM2 AKR1B1 ARHGDIA IDH2 TXNDC5 CAPG CS ECHS1 M6PR RAB5C RPN2 SLC25A3 XRCC6 ACAT1 FLNA FLNC LAP3 PGK1 TALDO1 ALDOC CKB CTTN GSTP1 HSP90B1 LMAN2 MYH9 RNPEP TMED9 TPI1 APEH PARP1 STOML2 GLB1 HEXB PHB2 PRDX2 PRDX5 PKM LMNA PYGB RPN1 ATP5F1A EEF1D ETFA MDH1 MSN PRDX4 PYGL TRAP1 GNB2 GNS GPI MIF SSBP1 STT3B CAPNS1 HADHA ITGB1 LGALS1 LMAN1 MYL9 PRKDC RSU1 DECR1 GRHPR HNRNPK NONO TECR XRCC5 ANXA6 AHCY ALDH18A1 CAPZB LDHB SRSF6 YWHAG AK2 ATP1B3 CORO1A DDX21 EEF2 FASN HIBADH NARS1 PFN1 PGD PRDX6 SSRP1 YWHAB ACTN1 HSPD1 OLA1 PAICS PHGDH RAB10 SUPT16H TFRC USP5 CAPZA1 DPYSL2 DYNC1H1 ETFB HADHB HSD17B10 RPLP1 RTCB TMED10 ATP5F1B ATP5PO FH MT-CO2 MTCH2 MTPN NCL PLEC PSMB4 RUVBL2 SERBP1 SFXN1 SND1 ACTN4 ESYT1 FBL HNRNPA2B1 KARS1 MAP4 NUDC RAB21 SNAP23 SNRPD3 HNRNPU CAP1 DDB1 EZR HSPA4 MATR3 MCM5 NPM1 STIM1 TAGLN2 AP1B1 ATP1A1 ATP5PB CD59 CNDP2 EDC4 KHDRBS1 PGM1 RAP1B SEPTIN2 SOD2 U2AF2 IMMT ACLY ATIC CAPN1 CLTC IPO5 LTA4H MYH10 PA2G4 PRDX1 PSMD2 RUVBL1 TOMM70 TUBB4A ARPC2 BLVRB CALR CCT8 GNAI2 GOT1 IQGAP1 KPNB1 NOP56 PDLIM1 PGRMC1 RAB2A SUB1 TUBA1A TUBB BSG EIF3G ESYT2 PFKP VCP ALDH9A1 APEX1 DHX9 DSTN GSTO1 RAB14 SHMT2 STXBP2 TUBA4A AP2A1 CNPY2 CPSF6 FUS HNRNPL ILF2 LGALS3 PABPN1 PARK7 PDCD6IP RAB8A SERPING1 ERP44 FKBP4 HNRNPUL1 LRRC59 NSF S100A11 SF3B2 STIP1 VCL VDAC3 AGPS AIFM1 CSE1L DDX1 EIF2S1 EIF4G2 HMGB1 LARP1 MCM6 PPA1 PRDX3 PSMA2 PSMA7 PSMC2 RPL31 SNRPD2 SRSF7 THRAP3 TLN1 TNPO1 UQCRC2 EIF4G1 HNRNPC HSP90AA1 IMPDH2 NPEPPS PPP2R1A RPL12 SEPTIN7 SLC25A5 SSR4 TCP1 C1QBP CCT7 EIF2S3 GDI2 LIMS1 MCM4 PSMC1 RAB11B RBMX SF3B1 ACAT2 ANXA1 DUT ESD HNRNPDL IDH1 LMNB1 PRMT5 PSMC4 SCAMP2 SOD1 SRSF1 TPD52L2 YWHAE CCT5 EIF3J FABP5 LRPPRC MCM7 NAPA PSMA6 PSMB1 SF3B3 SPCS2 SSB TXN YWHAZ ARCN1 CCT3 CLU COPA DHX15 FARSA GCN1 HNRNPH1 SEPTIN9 SERPINB1 TPM4 HSPA8 ARF4 CAD CCT4 COL6A1 CORO1C CSRP1 EEF1B2 FARSB HINT1
pH_dependence	0.0479497376097938	0.479497376097938	0.321775918075361	0.237996075285657	1.19557881900482	154	DPP7 LPCAT1 FAAH TKFC CRYM ABHD12 GOT2 NAAA ABCC10 PLA2G15 NDOR1 SLC38A5 FGF2 LHPP PITRM1 MAN1B1 GLB1 HEXB PKM DOHH ATP12A NTAN1 XPNPEP1 DPP9 FASN MANEA ME1 PRDX6 AADAT CDIPT DAGLB NUDT1 PTDSS1 ALDH1A1 BDH2 DNPH1 HSD17B10 FH ISYNA1 ACSL5 ASAH1 SLC44A2 DPP3 UROD ABHD16A HADH PNPLA8 ABHD2 ALDH9A1 GSTO1
